# Date                     : 2021-12-07 21:05:57
# Inumpyut                    : <nvaGr_20211202.Baseline instance at 0x369f998>
# Density /A^3             : 0.09
# rcut; g(r < rcut) = 0.0  : 1.3


#           r          G(r)       delta-r    delta-G(r)
        40.14      -1.49817          0.02      0.029083
        40.16      -1.62261          0.02     0.0291004
        40.18      -1.74391          0.02     0.0291077
         40.2      -1.86293          0.02     0.0290986
        40.22      -1.97994          0.02     0.0290793
        40.24      -2.09466          0.02     0.0290643
        40.26      -2.20637          0.02     0.0290649
        40.28        -2.314          0.02     0.0290807
         40.3      -2.41618          0.02     0.0290996
        40.32       -2.5112          0.02     0.0291066
        40.34      -2.59685          0.02     0.0290952
        40.36      -2.67025          0.02     0.0290722
        40.38      -2.72767          0.02     0.0290531
         40.4      -2.76451          0.02     0.0290509
        40.42      -2.77544          0.02     0.0290662
        40.44      -2.75472          0.02     0.0290865
        40.46      -2.69675          0.02      0.029096
        40.48      -2.59678          0.02     0.0290871
         40.5      -2.45158          0.02     0.0290664
        40.52      -2.25993          0.02       0.02905
        40.54      -2.02302          0.02     0.0290509
        40.56      -1.74435          0.02     0.0290693
        40.58      -1.42942          0.02     0.0290925
         40.6      -1.08512          0.02     0.0291049
        40.62     -0.719013          0.02     0.0290998
        40.64     -0.338652          0.02     0.0290835
        40.66       0.04897          0.02     0.0290696
        40.68      0.437649          0.02     0.0290678
         40.7      0.821925          0.02     0.0290774
        40.72       1.19678          0.02     0.0290893
        40.74       1.55722          0.02     0.0290945
        40.76       1.89788          0.02     0.0290912
        40.78       2.21274          0.02     0.0290848
         40.8       2.49526          0.02     0.0290821
        40.82       2.73861          0.02     0.0290852
        40.84       2.93635          0.02     0.0290901
        40.86       3.08309          0.02     0.0290911
        40.88       3.17524          0.02     0.0290863
         40.9       3.21147          0.02     0.0290792
        40.92       3.19295          0.02     0.0290761
        40.94       3.12322          0.02     0.0290804
        40.96       3.00779          0.02     0.0290901
        40.98       2.85339          0.02      0.029099
           41       2.66737          0.02      0.029101
        41.02       2.45696          0.02     0.0290941
        41.04       2.22886          0.02     0.0290815
        41.06       1.98902          0.02     0.0290699
        41.08       1.74263          0.02     0.0290652
         41.1       1.49434          0.02       0.02907
        41.12       1.24848          0.02     0.0290816
        41.14       1.00924          0.02     0.0290939
        41.16      0.780762          0.02     0.0291002
        41.18      0.567024          0.02     0.0290971
         41.2      0.371641          0.02     0.0290863
        41.22      0.197568          0.02      0.029074
        41.24     0.0468437          0.02     0.0290672
        41.26    -0.0795675          0.02     0.0290692
        41.28     -0.181784          0.02     0.0290776
         41.3     -0.260858          0.02     0.0290861
        41.32     -0.318512          0.02     0.0290895
        41.34     -0.356842          0.02     0.0290872
        41.36      -0.37805          0.02     0.0290834
        41.38     -0.384293          0.02      0.029083
         41.4     -0.377646          0.02     0.0290864
        41.42     -0.360194          0.02     0.0290891
        41.44     -0.334171          0.02      0.029086
        41.46     -0.302087          0.02      0.029077
        41.48     -0.266775          0.02     0.0290681
         41.5     -0.231312          0.02     0.0290671
        41.52      -0.19882          0.02      0.029076
        41.54     -0.172194          0.02     0.0290884
        41.56     -0.153831          0.02     0.0290933
        41.58     -0.145441          0.02     0.0290848
         41.6      -0.14801          0.02      0.029067
        41.62     -0.161935          0.02     0.0290524
        41.64     -0.187295          0.02     0.0290523
        41.66     -0.224194          0.02      0.029068
        41.68     -0.273059          0.02       0.02909
         41.7     -0.334796          0.02     0.0291042
        41.72      -0.41072          0.02     0.0291021
        41.74     -0.502259          0.02     0.0290862
        41.76     -0.610458          0.02     0.0290673
        41.78     -0.735403          0.02     0.0290577
         41.8       -0.8757          0.02      0.029063
        41.82      -1.02815          0.02     0.0290801
        41.84      -1.18774          0.02     0.0290991
        41.86      -1.34795          0.02     0.0291098
        41.88      -1.50141          0.02     0.0291073
         41.9      -1.64075          0.02     0.0290945
        41.92      -1.75954          0.02     0.0290804
        41.94      -1.85302          0.02     0.0290744
        41.96      -1.91865          0.02     0.0290799
        41.98      -1.95631          0.02     0.0290919
           42      -1.96801          0.02     0.0291007
        42.02      -1.95737          0.02     0.0290995
        42.04      -1.92886          0.02     0.0290898
        42.06      -1.88699          0.02     0.0290801
        42.08      -1.83558          0.02     0.0290787
         42.1      -1.77732          0.02      0.029086
        42.12      -1.71357          0.02      0.029094
        42.14      -1.64455          0.02     0.0290935
        42.16      -1.56968          0.02     0.0290825
        42.18      -1.48811          0.02     0.0290687
         42.2      -1.39929          0.02     0.0290631
        42.22      -1.30334          0.02     0.0290699
        42.24      -1.20127          0.02     0.0290828
        42.26      -1.09496          0.02     0.0290906
        42.28     -0.986875          0.02     0.0290865
         42.3     -0.879615          0.02     0.0290744
        42.32     -0.775428          0.02     0.0290646
        42.34     -0.675746          0.02     0.0290652
        42.36     -0.580882          0.02     0.0290753
        42.38     -0.489946          0.02     0.0290871
         42.4     -0.401021          0.02     0.0290926
        42.42     -0.311545          0.02       0.02909
        42.44     -0.218849          0.02     0.0290834
        42.46     -0.120731          0.02     0.0290781
        42.48    -0.0159411          0.02     0.0290764
         42.5      0.095508          0.02     0.0290771
        42.52      0.212294          0.02     0.0290788
        42.54      0.332005          0.02     0.0290813
        42.56      0.451587          0.02     0.0290847
        42.58      0.567943          0.02     0.0290874
         42.6      0.678544          0.02     0.0290863
        42.62      0.781945          0.02     0.0290799
        42.64      0.878094          0.02     0.0290709
        42.66      0.968373          0.02     0.0290652
        42.68       1.05538          0.02     0.0290675
         42.7       1.14248          0.02     0.0290771
        42.72       1.23328          0.02     0.0290878
        42.74       1.33104          0.02      0.029093
        42.76       1.43826          0.02     0.0290905
        42.78       1.55639          0.02     0.0290837
         42.8       1.68576          0.02     0.0290781
        42.82       1.82569          0.02     0.0290765
        42.84       1.97467          0.02     0.0290782
        42.86       2.13057          0.02      0.029081
        42.88       2.29084          0.02     0.0290845
         42.9       2.45253          0.02     0.0290897
        42.92       2.61225          0.02     0.0290962
        42.94       2.76609          0.02     0.0291006
        42.96       2.90951          0.02     0.0290988
        42.98       3.03735          0.02     0.0290901
           43       3.14403          0.02     0.0290801
        43.02       3.22386          0.02     0.0290771
        43.04       3.27151          0.02     0.0290848
        43.06       3.28254          0.02      0.029098
        43.08       3.25387          0.02     0.0291055
         43.1       3.18413          0.02     0.0290996
        43.12       3.07369          0.02     0.0290835
        43.14       2.92456          0.02     0.0290695
        43.16       2.74001          0.02     0.0290688
        43.18       2.52404          0.02     0.0290815
         43.2       2.28096          0.02     0.0290958
        43.22       2.01491          0.02     0.0290983
        43.24        1.7297          0.02     0.0290862
        43.26       1.42877          0.02     0.0290694
        43.28       1.11539          0.02      0.029062
         43.3       0.79294          0.02      0.029069
        43.32       0.46515          0.02     0.0290821
        43.34      0.136326          0.02     0.0290869
        43.36     -0.188657          0.02     0.0290771
        43.38     -0.504514          0.02     0.0290602
         43.4     -0.805875          0.02      0.029051
        43.42      -1.08769          0.02     0.0290578
        43.44       -1.3456          0.02     0.0290756
        43.46      -1.57627          0.02     0.0290899
        43.48      -1.77751          0.02     0.0290902
         43.5      -1.94829          0.02     0.0290779
        43.52      -2.08853          0.02     0.0290641
        43.54      -2.19896          0.02       0.02906
        43.56       -2.2808          0.02     0.0290684
        43.58      -2.33559          0.02     0.0290835
         43.6       -2.3651          0.02     0.0290968
        43.62      -2.37124          0.02     0.0291028
        43.64      -2.35613          0.02     0.0291002
        43.66      -2.32212          0.02     0.0290912
        43.68      -2.27176          0.02     0.0290799
         43.7       -2.2078          0.02     0.0290725
        43.72      -2.13308          0.02      0.029075
        43.74      -2.05033          0.02     0.0290887
        43.76      -1.96208          0.02     0.0291066
        43.78      -1.87051          0.02     0.0291159
         43.8      -1.77736          0.02     0.0291077
        43.82        -1.684          0.02     0.0290851
        43.84      -1.59144          0.02     0.0290632
        43.86      -1.50049          0.02     0.0290574
        43.88      -1.41182          0.02     0.0290711
         43.9      -1.32608          0.02     0.0290927
        43.92      -1.24395          0.02     0.0291051
        43.94      -1.16613          0.02     0.0291002
        43.96      -1.09331          0.02     0.0290847
        43.98      -1.02615          0.02     0.0290727
           44     -0.965248          0.02     0.0290731
        44.02     -0.911092          0.02     0.0290825
        44.04     -0.864077          0.02     0.0290897
        44.06      -0.82445          0.02      0.029087
        44.08     -0.792275          0.02     0.0290772
         44.1     -0.767346          0.02     0.0290702
        44.12     -0.749106          0.02     0.0290734
        44.14      -0.73656          0.02     0.0290851
        44.16     -0.728236          0.02     0.0290963
        44.18     -0.722234          0.02     0.0290983
         44.2     -0.716357          0.02     0.0290895
        44.22     -0.708344          0.02      0.029076
        44.24     -0.696157          0.02     0.0290662
        44.26     -0.678262          0.02     0.0290654
        44.28     -0.653848          0.02     0.0290727
         44.3     -0.622914          0.02     0.0290829
        44.32     -0.586202          0.02     0.0290901
        44.34     -0.544974          0.02     0.0290906
        44.36     -0.500694          0.02     0.0290841
        44.38     -0.454667          0.02     0.0290738
         44.4     -0.407756          0.02     0.0290646
        44.42     -0.360217          0.02     0.0290615
        44.44     -0.311718          0.02     0.0290667
        44.46     -0.261518          0.02      0.029079
        44.48     -0.208767          0.02     0.0290927
         44.5     -0.152827          0.02     0.0291006
        44.52    -0.0935358          0.02     0.0290973
        44.54    -0.0313266          0.02     0.0290834
        44.56     0.0328231          0.02     0.0290662
        44.58     0.0976109          0.02     0.0290569
         44.6      0.161728          0.02     0.0290634
        44.62      0.224193          0.02     0.0290837
        44.64      0.284608          0.02     0.0291054
        44.66      0.343261          0.02     0.0291134
        44.68      0.401059          0.02      0.029101
         44.7      0.459303          0.02      0.029076
        44.72      0.519376          0.02     0.0290559
        44.74      0.582437          0.02     0.0290556
        44.76      0.649201          0.02     0.0290754
        44.78      0.719867          0.02     0.0291008
         44.8      0.794207          0.02     0.0291138
        44.82      0.871768          0.02     0.0291064
        44.84      0.952145          0.02     0.0290861
        44.86       1.03519          0.02     0.0290694
        44.88       1.12114          0.02     0.0290679
         44.9       1.21054          0.02     0.0290806
        44.92       1.30411          0.02     0.0290961
        44.94       1.40236          0.02     0.0291024
        44.96       1.50539          0.02     0.0290958
        44.98       1.61256          0.02     0.0290822
           45        1.7224          0.02     0.0290709
        45.02        1.8327          0.02     0.0290684
        45.04       1.94067          0.02     0.0290747
        45.06       2.04324          0.02      0.029085
        45.08       2.13731          0.02     0.0290929
         45.1       2.22003          0.02     0.0290942
        45.12       2.28885          0.02     0.0290881
        45.14       2.34147          0.02     0.0290781
        45.16       2.37579          0.02     0.0290707
        45.18        2.3897          0.02     0.0290713
         45.2       2.38102          0.02     0.0290801
        45.22       2.34749          0.02      0.029091
        45.24       2.28695          0.02     0.0290955
        45.26        2.1976          0.02     0.0290894
        45.28       2.07832          0.02     0.0290768
         45.3       1.92895          0.02     0.0290675
        45.32       1.75044          0.02     0.0290684
        45.34       1.54492          0.02     0.0290779
        45.36       1.31545          0.02     0.0290869
        45.38       1.06577          0.02     0.0290872
         45.4      0.799893          0.02     0.0290787
        45.42      0.521779          0.02     0.0290696
        45.44      0.235147          0.02     0.0290683
        45.46    -0.0565779          0.02      0.029075
        45.48     -0.350133          0.02     0.0290819
         45.5     -0.642192          0.02     0.0290807
        45.52      -0.92912          0.02     0.0290713
        45.54      -1.20682          0.02     0.0290625
        45.56      -1.47078          0.02     0.0290642
        45.58      -1.71626          0.02     0.0290779
         45.6      -1.93873          0.02     0.0290941
        45.62      -2.13438          0.02     0.0291003
        45.64      -2.30053          0.02     0.0290919
        45.66      -2.43603          0.02     0.0290764
        45.68      -2.54126          0.02      0.029067
         45.7      -2.61796          0.02     0.0290721
        45.72      -2.66873          0.02     0.0290885
        45.74      -2.69645          0.02     0.0291044
        45.76      -2.70362          0.02     0.0291095
        45.78      -2.69189          0.02     0.0291019
         45.8      -2.66173          0.02     0.0290889
        45.82      -2.61254          0.02     0.0290802
        45.84      -2.54288          0.02      0.029081
        45.86      -2.45106          0.02     0.0290891
        45.88      -2.33569          0.02     0.0290979
         45.9      -2.19617          0.02     0.0291008
        45.92      -2.03308          0.02     0.0290957
        45.94      -1.84826          0.02     0.0290855
        45.96      -1.64468          0.02     0.0290762
        45.98      -1.42609          0.02     0.0290733
           46      -1.19668          0.02     0.0290783
        46.02     -0.960653          0.02     0.0290874
        46.04     -0.722001          0.02     0.0290936
        46.06     -0.484396          0.02     0.0290914
        46.08     -0.251247          0.02     0.0290811
         46.1    -0.0258437          0.02     0.0290689
        46.12      0.188487          0.02     0.0290632
        46.14      0.388297          0.02     0.0290677
        46.16      0.570069          0.02     0.0290786
        46.18      0.730411          0.02     0.0290874
         46.2      0.866376          0.02     0.0290875
        46.22       0.97582          0.02     0.0290793
        46.24       1.05772          0.02     0.0290692
        46.26       1.11235          0.02     0.0290644
        46.28       1.14132          0.02     0.0290673
         46.3       1.14735          0.02     0.0290744
        46.32       1.13398          0.02     0.0290804
        46.34       1.10513          0.02     0.0290822
        46.36       1.06472          0.02      0.029081
        46.38       1.01634          0.02     0.0290805
         46.4      0.963118          0.02     0.0290826
        46.42      0.907664          0.02     0.0290861
        46.44      0.852214          0.02     0.0290879
        46.46      0.798771          0.02     0.0290859
        46.48      0.749253          0.02     0.0290811
         46.5      0.705552          0.02      0.029077
        46.52      0.669482          0.02     0.0290771
        46.54      0.642601          0.02     0.0290817
        46.56      0.625975          0.02     0.0290874
        46.58      0.619922          0.02     0.0290898
         46.6      0.623826          0.02     0.0290864
        46.62       0.63608          0.02     0.0290795
        46.64      0.654186          0.02     0.0290747
        46.66      0.675007          0.02     0.0290762
        46.68      0.695132          0.02     0.0290834
         46.7      0.711284          0.02     0.0290907
        46.72      0.720697          0.02     0.0290919
        46.74      0.721389          0.02     0.0290861
        46.76      0.712297          0.02     0.0290791
        46.78      0.693249          0.02     0.0290783
         46.8      0.664808          0.02     0.0290856
        46.82       0.62802          0.02     0.0290949
        46.84      0.584145          0.02     0.0290967
        46.86      0.534427          0.02     0.0290879
        46.88      0.479938          0.02     0.0290752
         46.9       0.42154          0.02     0.0290707
        46.92      0.359956          0.02     0.0290807
        46.94      0.295923          0.02     0.0290988
        46.96      0.230389          0.02     0.0291099
        46.98      0.164708          0.02     0.0291035
           47      0.100782          0.02     0.0290835
        47.02     0.0411126          0.02     0.0290659
        47.04    -0.0112494          0.02     0.0290651
        47.06    -0.0528634          0.02     0.0290806
        47.08    -0.0801515          0.02     0.0290975
         47.1    -0.0897098          0.02     0.0290991
        47.12    -0.0786416          0.02     0.0290823
        47.14    -0.0448688          0.02     0.0290609
        47.16     0.0126178          0.02     0.0290533
        47.18     0.0935988          0.02     0.0290662
         47.2      0.196577          0.02     0.0290883
        47.22      0.318839          0.02        0.0291
        47.24      0.456622          0.02     0.0290912
        47.26      0.605357          0.02     0.0290694
        47.28      0.759956          0.02     0.0290532
         47.3      0.915118          0.02     0.0290554
        47.32       1.06561          0.02     0.0290729
        47.34       1.20649          0.02     0.0290907
        47.36       1.33329          0.02     0.0290957
        47.38       1.44212          0.02     0.0290869
         47.4       1.52967          0.02     0.0290741
        47.42       1.59323          0.02     0.0290677
        47.44        1.6306          0.02     0.0290701
        47.46       1.64002          0.02     0.0290766
        47.48       1.62011          0.02     0.0290823
         47.5       1.56977          0.02     0.0290871
        47.52       1.48816          0.02     0.0290928
        47.54       1.37473          0.02     0.0290982
        47.56       1.22921          0.02     0.0290981
        47.58       1.05175          0.02     0.0290893
         47.6       0.84297          0.02     0.0290763
        47.62      0.604161          0.02     0.0290701
        47.64      0.337352          0.02      0.029078
        47.66     0.0454069          0.02     0.0290958
        47.68     -0.267961          0.02     0.0291094
         47.7     -0.598264          0.02     0.0291066
        47.72     -0.940396          0.02     0.0290883
        47.74      -1.28888          0.02     0.0290686
        47.76      -1.63814          0.02     0.0290628
        47.78      -1.98282          0.02     0.0290745
         47.8      -2.31803          0.02     0.0290927
        47.82      -2.63947          0.02     0.0291022
        47.84      -2.94352          0.02     0.0290964
        47.86      -3.22711          0.02     0.0290817
        47.88      -3.48759          0.02     0.0290705
         47.9      -3.72242          0.02       0.02907
        47.92      -3.92899          0.02     0.0290779
        47.94      -4.10443          0.02     0.0290863
        47.96      -4.24554          0.02     0.0290896
        47.98      -4.34886          0.02     0.0290881
           48      -4.41088          0.02     0.0290854
        48.02      -4.42832          0.02     0.0290836
        48.04      -4.39844          0.02     0.0290822
        48.06      -4.31933          0.02     0.0290798
        48.08      -4.19011          0.02     0.0290766
         48.1      -4.01107          0.02     0.0290745
        48.12      -3.78361          0.02     0.0290748
        48.14      -3.51026          0.02     0.0290774
        48.16      -3.19448          0.02     0.0290812
        48.18       -2.8406          0.02      0.029085
         48.2      -2.45372          0.02     0.0290877
        48.22      -2.03963          0.02     0.0290874
        48.24       -1.6048          0.02     0.0290823
        48.26      -1.15631          0.02     0.0290734
        48.28     -0.701673          0.02     0.0290658
         48.3     -0.248686          0.02     0.0290659
        48.32      0.194919          0.02     0.0290759
        48.34      0.621833          0.02     0.0290901
        48.36       1.02555          0.02     0.0290979
        48.38       1.40072          0.02     0.0290923
         48.4       1.74332          0.02     0.0290762
        48.42       2.05073          0.02     0.0290612
        48.44        2.3216          0.02     0.0290585
        48.46       2.55557          0.02       0.02907
        48.48       2.75292          0.02      0.029087
         48.5        2.9142          0.02     0.0290974
        48.52       3.03997          0.02     0.0290949
        48.54        3.1307          0.02      0.029083
        48.56       3.18683          0.02     0.0290705
        48.58         3.209          0.02     0.0290649
         48.6       3.19835          0.02     0.0290683
        48.62        3.1569          0.02     0.0290785
        48.64       3.08774          0.02     0.0290914
        48.66       2.99514          0.02     0.0291026
        48.68       2.88442          0.02     0.0291076
         48.7       2.76156          0.02      0.029103
        48.72       2.63275          0.02     0.0290894
        48.74       2.50384          0.02     0.0290736
        48.76       2.37978          0.02      0.029066
        48.78       2.26426          0.02     0.0290736
         48.8       2.15954          0.02     0.0290935
        48.82       2.06651          0.02     0.0291137
        48.84       1.98493          0.02     0.0291207
        48.86       1.91381          0.02     0.0291094
        48.88       1.85187          0.02     0.0290871
         48.9       1.79792          0.02     0.0290679
        48.92       1.75105          0.02      0.029062
        48.94       1.71071          0.02     0.0290692
        48.96       1.67656          0.02     0.0290809
        48.98       1.64815          0.02     0.0290877
           49       1.62461          0.02     0.0290867
        49.02       1.60428          0.02     0.0290818
        49.04       1.58459          0.02     0.0290781
        49.06       1.56205          0.02     0.0290776
        49.08       1.53252          0.02     0.0290778
         49.1       1.49162          0.02      0.029076
        49.12        1.4353          0.02     0.0290723
        49.14       1.36044          0.02     0.0290696
        49.16       1.26521          0.02     0.0290704
        49.18       1.14938          0.02     0.0290742
         49.2        1.0142          0.02     0.0290779
        49.22      0.862067          0.02     0.0290794
        49.24      0.696007          0.02     0.0290792
        49.26         0.519          0.02     0.0290796
        49.28        0.3334          0.02     0.0290812
         49.3      0.140532          0.02      0.029082
        49.32    -0.0594215          0.02     0.0290799
        49.34     -0.267197          0.02     0.0290754
        49.36     -0.483943          0.02     0.0290726
        49.38      -0.71054          0.02     0.0290753
         49.4      -0.94689          0.02     0.0290827
        49.42      -1.19138          0.02     0.0290893
        49.44      -1.44059          0.02     0.0290893
        49.46      -1.68946          0.02     0.0290827
        49.48      -1.93169          0.02      0.029076
         49.5      -2.16051          0.02     0.0290769
        49.52      -2.36953          0.02     0.0290867
        49.54      -2.55347          0.02     0.0290983
        49.56      -2.70874          0.02     0.0291021
        49.58      -2.83358          0.02     0.0290943
         49.6      -2.92793          0.02     0.0290812
        49.62      -2.99293          0.02     0.0290736
        49.64      -3.03027          0.02      0.029078
        49.66      -3.04158          0.02     0.0290904
        49.68      -3.02793          0.02     0.0291005
         49.7      -2.98964          0.02        0.0291
        49.72       -2.9264          0.02     0.0290899
        49.74      -2.83764          0.02     0.0290786
        49.76      -2.72302          0.02     0.0290743
        49.78      -2.58293          0.02     0.0290785
         49.8      -2.41885          0.02     0.0290859
        49.82       -2.2334          0.02     0.0290903
        49.84      -2.03023          0.02     0.0290898
        49.86      -1.81357          0.02     0.0290872
        49.88      -1.58774          0.02     0.0290852
         49.9       -1.3567          0.02     0.0290834
        49.92      -1.12374          0.02     0.0290792
        49.94     -0.891372          0.02     0.0290727
        49.96     -0.661526          0.02     0.0290683
        49.98     -0.435839          0.02     0.0290716
           50     -0.216063          0.02     0.0290828
